id_venta;fecha;id_cliente;id_producto;id_tienda;id_promocion;cantidad;precio_unitario;descuento
V0004898;22/03/2024;C00487;P0492;T010;PR000;1;29.46;0.0
V0014469;2024-10-03;C02347;P0074;T006;PR000;4;27.42;0.0
V0027970;14/12/2024;C01296;P0014;T004;PR000;4;17.82;0.0
V0000046;30/11/2025;C01089;P0318;T013;PR033;1;23.1;0.05
V0001050;2025-04-09;C00912;P0016;T001;PR000;2;54.72;
V0001145;2025-12-05;C01324;P0410;T004;PR000;4;20.99;0.0
V0008541;18 de January de 2025;C01717;P0288;T006;PR000;4;17.3;
V0029107;2025-08-15;C04067;P0088;T008;PR014;2;12.82;0.05
V0005023;2024-03-29;C04677;P0395;T009;PR031;3;9.93;0.1
V0020351;2025-02-24;C02441;P0024;T011;PR000;1;20.06;0.0
V0014296;2024-09-29;C02378;P0285;T015;PR000;1;22.2;0.0
V0002736;2025-07-06;C00732;P0219;T010;PR000;1;46.99;0.0
V0003469;18/10/2025;C04257;P0030;T002;PR028;1;32.11;0.05
V0009163;28 de June de 2025;C00343;P0202;T003;PR000;4;41.98;0.0
V0004700;2024-03-21;C01025;P0087;T012;PR000;2;6.21;0.0
V0005813;2025-04-17;C01434;P0204;T010;PR000;1;20.97;0.0
V0004663;13/07/2025;C03482;P0097;T014;PR000;1;18.02;0.0
V0012948;2024-01-24;C04063;P0250;T003;PR024;3;23.0;0.1
V0003656;26/05/2024;C03907;P0029;T006;PR000;4;16.76;0.0
V0004812;2025-06-02;C04706;P0048;T015;PR000;2;14.22;
V0010491;2024-08-24;C04903;P0473;T014;PR000;1;39.59;
V0025729;2024-02-23;C02196;P0300;T006;PR029;1;23.21;0.2
V0027728;2025-10-27;C04893;P0063;T013;PR000;3;20.63;0.0
V0019006;2025-12-09;C01694;P0106;T009;PR000;2;14.52;0.0
V0025297;16/10/2024;C03571;P0264;T004;PR000;3;43.13;0.0
V0021381;2025-12-27;C04429;P0469;T012;PR000;2;26.12;0.0
V0028254;2025-10-02;C00401;P0148;T003;PR000;3;5.66;0.0
V0001008;2025-02-15;C00374;P0270;T010;PR034;1;11.71;0.05
V0027047;2025-07-14;C01886;P0108;T002;PR000;2;20.5;0.0
V0013492;2025-12-02;C04485;P0272;T002;PR000;1;17.35;0.0
V0022542;05/07/2025;C03280;P0453;T002;PR000;3;14.39;0.0
V0021262;2024-09-14;C02091;P0096;T006;PR000;3;12.31;0.0
V0012640;13/06/2024;C03801;P0439;T015;PR000;3;30.57;0.0
V0017168;30/11/2024;C01074;P0235;T003;PR000;3;10.15;0.0
V0020355;08/06/2024;C00234;P0006;T005;PR000;3;14.84;0.0
V0025791;2024-01-18;C00394;P0099;T010;PR000;2;24.5;0.0
V0026704;11/12/2024;C01085;P0150;T008;PR000;1;55.77;0.0
V0019756;2024-09-06;C00725;P0465;T012;PR000;1;15.37;0.0
V0010964;2024-03-28;C04798;PX0099;T002;PR000;2;54.53;0.0
V0015907;2025-10-13;C01740;P0222;T005;PR000;1;13.43;0.0
V0012455;2024-04-19;C04967;P0128;T007;PR009;1;61.37;0.25
V0011913;24/04/2025;C02339;P0472;T015;PR000;1;10.46;0.0
V0012058;01/03/2025;C00277;P0260;T003;PR000;3;33.26;0.0
V0007037;21/12/2025;C02911;P0177;T007;PR000;1;15.79;0.0
V0021065;2024-07-18;C02414;P0466;T001;PR004;1;41.61;0.1
V0029276;09/07/2024;C03699;P0061;T007;PR018;1;24.7;0.1
V0009354;22 de April de 2025;C04190;P0215;T009;PR000;1;47.46;0.0
V0004013;2025-02-18;C00030;P0298;T007;PR000;2;40.71;0.0
V0007961;21/08/2025;C00058;P0208;T002;PR014;2;24.26;0.05
V0015282;2024-05-28;C04782;P0073;T003;PR000;2;36.23;0.0
V0013867;13/08/2024;C01174;P0332;T001;PR039;3;26.93;0.05
V0010993;2024-01-05;C03544;P0024;T006;PR000;3;21.46;0.0
V0021246;03 de July de 2025;C02452;P0362;T012;PR000;1;5.87;0.0
V0004646;2024-09-01;C01502;P0312;T012;PR039;1;7.08;0.05
V0005089;2024-07-10;C00932;P0352;T006;PR000;1;15.01;0.0
V0027400;2025-04-05;C03033;P0439;T005;PR000;4;30.22;0.0
V0016550;17/07/2024;C02281;P0451;T007;PR000;5;29.5;0.0
V0004191;18/02/2024;C04571;P0493;T003;PR037;4;9.88;0.25
V0020862;2024-07-10;C03347;P0390;T006;PR000;1;41.73;0.0
V0022736;2025-09-25;C00517;P0038;T012;PR022;2;31.17;0.15
V0029225;27/03/2025;C03541;P0049;T007;PR000;1;38.55;0.0
V0009404;18/12/2024;C02100;P0108;T010;PR000;1;20.57;0.0
V0017139;27/12/2024;C03976;P0102;T011;PR000;1;17.88;0.0
V0002759;2025-12-29;C00894;P0130;T010;PR000;2;20.51;0.0
V0003510;25/01/2024;C03079;P0195;T005;PR000;1;18.15;0.0
V0013726;2024-05-19;C00758;P0100;T009;PR000;5;19.03;0.0
V0022776;09/10/2025;C04137;P0144;T012;PR000;5;33.95;0.0
V0007442;26/01/2025;C00231;P0057;T002;PR000;1;21.79;0.0
V0029777;2025-06-05;C00207;P0125;T009;PR000;1;20.67;0.0
V0026024;04/07/2025;C03763;P0019;T012;PR040;1;21.04;0.2
V0000879;11/03/2025;C03182;P0047;T014;PR016;1;22.33;0.05
V0009460;14/01/2024;C01502;P0148;T013;PR000;4;6.27;0.0
V0021807;17/01/2025;C00487;P0348;T002;PR000;5;28.82;0.0
V0019397;2024-01-08;C04154;P0458;T010;PR000;5;620.0;0.0
V0004848;2024-06-26;C04521;P0129;T014;PR035;1;20.68;0.15
V0020903;27 de September de 2024;C00522;P0182;T003;PR000;1;21.79;
V0011297;02/08/2024;C03571;P0037;T012;PR000;1;12.28;0.0
V0027523;2024-01-22;C00850;P0353;T010;PR000;1;24.1;0.0
V0024078;29/07/2024;C01617;P0483;T008;PR000;3;23.39;0.0
V0007044;20/03/2025;C01528;P0290;T001;PR032;1;33.89;0.2
V0008787;2024-09-03;C00374;P0463;T010;PR039;5;21.94;0.05
V0009461;20/03/2024;C04887;P0485;T003;PR000;5;48.28;
V0019169;2025-07-16;C00998;P0405;T002;PR000;5;15.72;0.0
V0004138;01/07/2025;C03775;P0293;T014;PR000;1;26.7;0.0
V0013379;2024-01-02;C02351;P0165;T013;PR000;1;27.38;0.0
V0024778;2025-12-28;C02217;P0106;T007;PR000;2;14.71;0.0
V0011934;2024-07-23;C03319;P0459;T001;PR000;2;15.82;
V0004466;21/07/2024;C04510;P0075;T006;PR000;1;3.66;0.0
V0000914;2024-08-13;C02805;P0357;T001;PR039;4;13.6;0.05
V0023021;30/04/2025;C01659;P0163;T010;PR000;2;40.27;0.0
V0026728;2024-12-28;C01177;P0439;T015;PR000;2;28.74;0.0
V0004440;2024-09-03;C03195;P0128;T008;PR012;1;60.34;0.2
V0022248;11/09/2024;C01672;P0186;T006;PR000;3;11.56;0.0
V0023707;02 de September de 2024;C02216;P0010;T004;PR012;1;32.5;0.2
V0016328;2025-10-06;C02587;P0074;T010;PR000;1;26.94;0.0
V0029238;03/06/2025;C03756;P0116;T009;PR000;1;34.24;
V0029155;10/11/2024;C01056;P0088;T010;PR030;5;12.35;0.15
V0018700;28/12/2025;C02528;P0088;T008;PR000;4;12.87;0.0
V0027875;2024-06-01;C00487;P0207;T008;PR000;1;6.17;0.0
V0025370;09/03/2024;C02805;P0134;T009;PR000;1;107.86;0.0
V0004435;2024-10-12;C00855;P0321;T003;PR000;1;33.37;0.0
V0024622;22/12/2025;C00802;P0144;T015;PR000;4;35.22;0.0
V0029733;20/01/2024;C02587;P0438;T001;PR000;2;20.56;0.0
V0005337;13 de March de 2024;C02817;P0490;T012;PR000;4;26.66;0.0
V0027555;2024-09-18;C02056;P0302;T008;PR000;5;35.75;0.0
V0007116;20/09/2024;C02347;P0275;T005;PR000;1;79.73;0.0
V0018376;2025-06-01;C00334;P0001;T011;PR000;2;11.86;0.0
V0023721;2025-10-08;C03096;P0360;T011;PR000;1;23.04;0.0
V0000518;2025-05-26;C02810;P0328;T014;PR000;3;11.76;0.0
V0015265;22/03/2024;C01596;P0074;T015;PR000;2;26.59;0.0
V0003505;2024-05-09;C00959;P0093;T015;PR000;60;16.94;0.0
V0014071;2024-07-20;C03322;P0484;T003;PR000;2;31.78;0.0
V0025559;2025-08-09;C00249;P0111;T014;PR000;1;17.24;0.0
V0028972;13/08/2025;C00111;P0470;T009;PR000;4;12.94;0.0
V0027405;2024-05-26;C02941;P0232;T006;PR000;1;33.23;0.0
V0016786;2024-10-20;C01097;P0353;T009;PR000;2;23.79;0.0
V0001229;2024-05-02;C00267;P0143;T009;PR000;4;10.39;0.0
V0027633;19/12/2024;C03606;P0075;T013;PR019;3;3.95;0.1
V0003154;2024-10-08;C04864;P0082;T012;PR000;1;23.89;0.0
V0019144;27/12/2025;C00617;P0186;T015;PR000;2;11.81;0.0
V0003596;27/10/2024;C03662;P0410;T006;PR000;1;19.44;0.0
V0000886;2024-02-11;C03025;P0410;T014;PR037;2;20.55;0.25
V0010486;15/01/2025;C00107;P0409;T008;PR000;1;30.57;0.0
V0022236;2024-10-12;C04763;P0133;T002;PR000;2;23.37;0.0
V0011124;26/08/2025;C00590;P0164;T014;PR000;1;21.4;0.0
V0029876;18/11/2024;C01502;P0357;T011;PR000;2;14.32;0.0
V0025338;2025-02-28;C01590;P0390;T015;PR000;1;43.67;0.0
V0009699;2025-01-01;C00735;P0019;T013;PR000;2;20.07;0.0
V0018213;16/10/2025;C01296;P0197;T015;PR028;3;10.7;0.05
V0025536;28/02/2025;C00706;P0472;T004;PR000;1;10.57;0.0
V0003196;20 de October de 2024;C04585;P0018;T008;PR000;3;16.81;0.0
V0016292;2025-07-23;C00152;P0253;T004;PR000;2;16.19;0.0
V0001956;2024-02-11;C02571;P0181;T013;PR000;3;30.15;0.0
V0015892;26 de July de 2024;C01740;P0074;T002;PR000;3;25.79;
V0003945;02/08/2024;C01232;P0293;T014;PR000;2;26.33;0.0
V0019430;01/03/2025;C03144;P0362;T015;PR000;1;6.02;0.0
V0015182;2025-09-10;C03492;P0206;T012;PR000;3;41.21;0.0
V0016667;13/02/2025;C01523;P0276;T005;PR000;3;39.55;0.0
V0006966;12/12/2024;C02587;P0187;T003;PR000;3;16.61;0.0
V0025739;26/02/2024;C03795;P0492;T002;PR029;2;27.57;0.2
V0012701;2025-12-17;C01490;P0263;T015;PR000;2;10.89;0.0
V0024908;2024-08-09;C01424;P0491;T004;PR000;1;25.28;0.0
V0008255;24/04/2024;C03900;P0319;T007;PR009;1;10.54;0.25
V0005835;2025-10-28;C01693;P0220;T011;PR000;2;12.45;0.0
V0018705;2024-08-11;C04906;P0004;T011;PR000;3;6.33;
V0017566;2025-02-08;C02506;P0457;T014;PR034;5;32.81;0.05
V0004858;2025-07-31;C03380;P0340;T010;PR000;5;67.48;0.0
V0022983;18/01/2024;C03318;P0362;T002;PR000;2;5.9;0.0
V0007713;2025-12-25;C04253;P0331;T013;PR000;3;6.59;0.0
V0028639;2024-08-31;C00310;P0449;T006;PR000;1;48.59;0.0
V0009956;22/12/2024;C00879;P0100;T005;PR000;2;19.38;0.0
V0020435;2024-02-12;C01145;P0318;T006;PR008;2;21.72;0.15
V0009773;08 de February de 2024;C00315;P0289;T015;PR024;2;26.6;0.1
V0021463;2024-04-10;C00548;P0163;T010;PR000;1;38.35;0.0
V0015439;29/08/2024;C01085;P0270;T011;PR039;1;11.49;0.05
V0025174;2025-11-22;C01320;P0489;T013;PR000;1;15.47;0.0
V0028991;11/01/2025;C00743;P0126;T012;PR000;1;21.34;0.0
V0013203;2024-09-02;C04609;P0318;T007;PR000;2;21.39;0.0
V0013597;09/12/2024;C03684;P0114;T005;PR019;1;13.63;0.1
V0015689;2024-07-23;C04842;P0266;T007;PR000;2;34.79;0.0
V0028477;19/04/2025;C04527;P0394;T015;PR000;2;18.32;0.0
V0026205;2025-01-05;C03826;P0311;T003;PR000;1;27.84;0.0
V0009299;2024-10-20;C00539;P0153;T012;PR017;1;12.85;0.2
V0002618;2025-06-07;C03652;P0342;T004;PR000;3;13.41;0.0
V0017019;30/10/2024;C04070;P0330;T005;PR017;1;56.28;0.2
V0023924;2025-08-17;C03355;P0474;T010;PR014;1;8.2;0.05
V0008641;2025-03-30;C02061;P0049;T008;PR000;6;39.02;0.0
V0023540;20/06/2024;C02546;P0270;T003;PR000;1;11.27;0.0
V0023050;2024-05-20;C01434;P0206;T001;PR000;4;42.83;
V0029160;19/07/2024;C00466;P0007;T012;PR000;4;25.64;
V0016002;30/08/2025;C01085;P0378;T011;PR000;2;8.3;0.0
V0027799;2025-12-18;C02587;P0178;T006;PR000;3;22.83;0.0
V0024218;13/07/2025;C03652;P0481;T012;PR000;2;18.76;0.0
V0001336;01/10/2024;C01120;P0109;T004;PR000;3;32.61;0.0
V0008718;2025-04-16;C04265;P0470;T015;PR000;1;12.35;0.0
V0015252;2024-10-30;C01424;P0454;T015;PR000;2;9.24;0.0
V0028631;2025-10-08;C01860;P0354;T005;PR000;2;30.41;0.0
V0028728;29/12/2025;C03968;P0479;T012;PR000;2;16.61;0.0
V0017009;13 de July de 2025;C01059;P0057;T003;PR000;1;24.1;0.0
V0013214;30/07/2025;C02507;P0491;T007;PR000;1;23.98;0.0
V0018486;2025-10-21;C00097;P0407;T003;PR000;1;18.3;0.0
V0009386;28 de March de 2024;C02414;P0019;T008;PR000;1;19.68;0.0
V0002819;2024-12-23;C03774;P0174;T008;PR000;1;25.4;0.0
V0026485;2025-07-08;C02516;P0232;T001;PR040;4;36.0;0.2
V0000514;05/04/2025;C00735;P0472;T007;PR000;1;10.8;0.0
V0026572;2025-01-31;C04768;P0275;T009;PR000;1;77.35;
V0003060;25/10/2024;C04063;P0423;T010;PR000;5;61.28;0.0
V0004176;03/07/2024;C03079;P0004;T004;PR000;4;6.64;0.0
V0021673;22/11/2025;C00841;P0478;T005;PR000;4;47.13;0.0
V0026540;2025-07-08;C04688;P0253;T009;PR040;2;17.76;0.2
V0001686;2025-04-11;C02567;P0459;T004;PR000;1;16.93;0.0
V0018894;17/03/2024;C01502;P0041;T014;PR000;2;13.04;0.0
V0000843;10/04/2024;C04084;P0135;T013;PR000;3;12.57;0.0
V0004357;01/12/2024;C01502;P0221;T007;PR000;3;17.05;0.0
V0026343;21/04/2024;C00298;P0368;T002;PR000;6;12.0;0.0
V0018647;09/05/2024;C01502;P0069;T009;PR000;1;17.05;0.0
V0020983;14/03/2024;C01650;P0239;T004;PR000;1;27.03;0.0
V0029773;2024-08-08;C00024;P0092;T005;PR000;4;32.81;0.0
V0026460;2024-01-09;C00197;P0188;T007;PR000;1;72.82;0.0
V0003974;08/07/2025;C01056;P0318;T013;PR040;1;23.2;0.2
V0002213;31/03/2025;C01502;P0118;T014;PR000;2;20.38;0.0
V0008037;05/01/2025;C03508;P0116;T007;PR000;2;34.13;0.0
V0015822;2025-12-25;C04126;P0260;T011;PR000;2;34.22;0.0
V0000084;2024-12-23;C04725;P0327;T001;PR000;1;43.36;
V0027166;2025-10-12;C01297;P0106;T004;PR000;1;15.15;0.0
V0029764;2024-06-10;C01601;P0483;T005;PR000;3;22.59;0.0
V0013232;2024-07-23;C04867;P0063;T001;PR000;1;19.64;0.0
V0003299;05/09/2024;C00788;P0212;T011;PR000;1;27.75;0.0
V0024190;26/12/2025;C01814;P0182;T014;PR000;3;22.56;0.0
V0005433;2024-12-08;C02293;P0068;T002;PR000;5;26.46;0.0
V0001438;2024-07-08;C03580;P0148;T012;PR018;2;6.08;0.1
V0028170;24/03/2025;C03022;P0049;T015;PR000;1;37.21;0.0
V0028506;2024-05-19;C01056;P0222;T008;PR000;1;14.33;0.0
V0018662;07/03/2025;C00927;P0359;T002;PR000;1;23.09;0.0
V0013313;04/07/2024;C04629;P0042;T002;PR020;25;9.09;
V0018689;2025-03-17;C02469;P0479;T014;PR000;6;16.34;0.0
V0026116;28 de November de 2024;C01336;P0483;T007;PR000;1;22.31;0.0
V0016022;18/02/2025;C02654;P0362;T002;PR000;4;6.0;0.0
V0012792;19 de May de 2024;C00066;P0080;T006;PR000;2;21.42;0.0
V0014414;04 de January de 2025;C03162;P0327;T008;PR000;2;43.8;0.0
V0019344;2024-08-25;C01502;P0120;T010;PR039;1;57.97;
V0009271;05/05/2024;C00590;P0177;T011;PR000;1;16.28;0.0
V0001668;2024-12-31;C00991;P0018;T001;PR000;5;16.53;0.0
V0016614;2024-05-01;C00613;P0446;T003;PR000;1;26.19;0.0
V0004372;27/11/2024;C02378;P0075;T015;PR000;2;3.67;0.0
V0011011;2024-08-31;C01164;P0419;T007;PR000;1;10.9;0.0
V0004081;2025-02-02;C00658;P0086;T014;PR000;1;15.71;0.0
V0025905;2024-12-23;C03040;P0063;T002;PR019;1;18.35;0.1
V0020152;28/04/2024;C02338;P0452;T003;PR000;1;27.78;0.0
V0027035;2024-07-29;C01796;P0438;T005;PR000;4;21.39;0.0
V0006020;2025-02-16;C04479;P0371;T015;PR000;4;45.38;0.0
V0014631;09/09/2025;C01877;P0166;T014;PR000;1;16.85;0.0
V0028402;20/02/2024;C02255;P0237;T014;PR000;4;32.25;0.0
V0015108;2024-03-23;C04063;P0164;T003;PR000;1;19.51;0.0
V0019740;09/08/2025;C04754;P0190;T012;PR000;1;13.0;0.0
V0009475;16/09/2024;C00438;P0373;T006;PR000;1;30.24;0.0
V0004910;2024-07-19;C01759;P0174;T003;PR000;1;24.79;0.0
V0023252;07/07/2024;C02164;P0107;T013;PR000;2;17.24;0.0
V0010086;2025-01-08;C03599;P0231;T001;PR000;1;17.47;0.0
V0008352;19 de May de 2024;C03168;P0092;T002;PR000;2;31.81;0.0
V0014162;10/11/2024;C03426;P0351;T014;PR000;1;40.65;0.0
V0018997;21/07/2024;C02645;P0304;T011;PR000;1;14.93;0.0
V0006146;2024-05-25;C02668;P0110;T013;PR000;1;11.83;
V0007644;2024-12-06;C00590;P0378;T008;PR000;6;8.39;0.0
V0004938;2025-06-11;C04910;PX0186;T003;PR000;3;23.1;0.0
V0012169;03/11/2025;C00512;P0472;T008;PR001;6;10.61;0.05
V0013939;23/06/2024;C03457;P0328;T007;PR020;2;11.78;0.2
V0000207;2024-04-23;C00830;P0327;T010;PR009;2;43.5;0.25
V0014215;21/07/2024;C00169;P0210;T009;PR000;2;21.49;0.0
V0029311;28 de June de 2025;C03691;P0473;T011;PR040;1;36.81;0.2
V0028656;2024-10-22;C02488;P0375;T006;PR036;2;26.42;0.15
V0020582;2024-12-26;C00030;P0371;T013;PR000;1;49.28;0.0
V0013185;16 de January de 2024;C03007;P0452;T012;PR000;5;27.79;0.0
V0016368;2024-01-04;C01074;P0485;T012;PR003;1;46.96;0.2
V0027168;11/11/2024;C02654;P0125;T008;PR030;3;21.57;0.15
V0004555;11/05/2024;C01056;P0034;T007;PR000;2;22.84;0.0
V0009449;05/08/2025;C01211;P0407;T013;PR000;4;19.02;0.0
V0005744;09/12/2025;C04421;P0202;T015;PR000;5;42.23;0.0
V0025643;2024-12-15;C00322;P0301;T014;PR019;6;34.44;0.1
V0002145;02/08/2024;C02241;P0001;T008;PR000;2;11.44;0.0
V0007700;2024-12-23;C00492;P0003;T013;PR019;5;36.35;
V0014412;2024-04-04;C00334;P0343;T015;PR009;2;12.61;0.25
V0028187;06/12/2025;C04843;P0215;T002;PR000;1;46.79;0.0
V0000999;2025-05-26;C03366;P0156;T012;PR000;2;25.27;0.0
V0027580;02/08/2024;C02895;P0455;T005;PR000;1;9.35;0.0
V0002352;2025-07-20;C04438;P0050;T004;PR000;4;32.87;0.0
V0016513;14 de July de 2024;C04228;P0260;T002;PR000;1;34.26;0.0
V0013182;16/07/2025;C01124;P0375;T006;PR000;4;27.05;0.0
V0008383;07 de November de 2024;C00031;P0400;T009;PR000;1;11.15;0.0
V0000109;2025-10-07;C01243;P0314;T014;PR000;2;21.46;0.0
V0009339;26/12/2025;C02226;P0212;T007;PR000;3;26.22;0.0
V0022770;2024-08-28;C01163;P0318;T001;PR000;4;23.71;0.0
V0020758;10 de February de 2025;C02892;P0317;T007;PR000;1;16.36;0.0
V0027982;11/07/2024;C00140;P0400;T013;PR000;1;10.76;0.0
V0023094;12/08/2025;C01247;P0366;T004;PR000;1;25.28;0.0
V0008067;27/12/2024;C03079;P0312;T012;PR000;1;7.44;0.0
V0023889;23/12/2025;C00107;P0222;T014;PR000;1;13.46;0.0
V0013442;26/07/2024;C00298;P0332;T013;PR000;1;27.29;0.0
V0004119;16/04/2024;C00619;P0478;T002;PR000;4;49.81;0.0
V0005431;16/04/2025;C03352;P0252;T001;PR000;1;22.65;0.0
V0021841;2024-08-27;C04606;P0290;T015;PR000;2;31.07;0.0
V0002314;18/07/2024;C00584;P0355;T012;PR000;1;18.56;0.0
V0016122;2025-02-04;C00249;P0356;T010;PR000;1;36.4;
V0029997;29/01/2025;C02157;P0298;T015;PR000;6;42.61;0.0
V0012312;29/01/2025;C03289;P0307;T006;PR000;4;24.5;0.0
V0024366;2024-08-08;C01904;P0353;T001;PR000;2;24.14;0.0
V0021276;14/05/2024;C03795;P0202;T005;PR013;1;41.02;0.15
V0025110;06/06/2024;C04997;P0330;T002;PR000;4;56.34;0.0
V0017056;2025-07-02;C04149;P0348;T007;PR000;3;29.19;0.0
V0020624;2024-12-16;C03713;P0105;T015;PR019;2;26.23;0.1
V0014649;17/12/2024;C01118;P0495;T010;PR000;1;15.5;0.0
V0004297;19/11/2025;C02587;P0276;T007;PR000;1;41.92;0.0
V0022948;2024-02-26;C03783;P0151;T005;PR029;3;12.66;0.2
V0009123;10/08/2025;C02654;P0198;T001;PR000;1;73.34;0.0
V0004301;2024-07-15;C03007;P0453;T012;PR018;2;13.94;0.1
V0010965;2025-07-03;C02576;P0080;T010;PR000;4;20.38;0.0
V0009758;2024-05-28;C01129;P0024;T005;PR000;2;20.71;0.0
V0027494;07/05/2024;C00229;P0263;T013;PR000;1;10.91;0.0
V0013940;03/12/2025;C02875;P0009;T009;PR000;1;14.76;0.0
V0001860;18/02/2025;C00169;P0392;T004;PR000;1;26.84;0.0
V0014888;2024-09-26;C03989;P0052;T014;PR000;2;48.33;0.0
V0001039;2025-10-29;C00921;P0396;T004;PR000;3;22.32;0.0
V0011618;2024-08-04;C00857;P0207;T013;PR000;6;6.51;0.0
V0006460;2024-02-25;C02923;P0337;T004;PR000;3;8.26;0.0
V0009485;01/11/2024;C01745;P0118;T015;PR000;2;166.08;0.0
V0016154;23/06/2025;C02556;P0144;T007;PR000;1;33.66;0.0
V0027136;19 de May de 2025;C02820;P0500;T003;PR000;1;39.14;0.0
V0009461;19/12/2024;C01188;P0484;T015;PR019;1;32.17;0.1
V0014929;2025-01-07;C01962;P0082;T008;PR000;1;23.37;
V0021032;2025-01-22;C03683;P0109;T004;PR000;3;33.68;0.0
V0003298;16/10/2024;C01056;P0226;T001;PR000;2;8.71;0.0
V0006503;15/03/2024;C02955;P0167;T001;PR007;2;37.36;0.25
V0018201;16/05/2024;C01476;P0196;T014;PR013;4;24.18;0.15
V0023143;04/07/2025;C02414;P0348;T001;PR040;2;28.05;0.2
V0004080;2025-08-20;C03296;P0034;T011;PR000;1;21.57;0.0
V0023841;02/11/2024;C01887;P0175;T006;PR036;1;18.13;0.15
V0020412;06 de September de 2024;C00107;P0455;T009;PR000;2;9.31;0.0
V0021745;06/04/2025;C03108;P0209;T014;PR000;2;21.0;0.0
V0004723;2024-01-18;C03037;P0233;T008;PR000;2;31.74;0.0
V0027160;01/03/2025;C03739;P0405;T010;PR000;3;15.36;0.0
V0006235;17/12/2024;C02587;P0369;T015;PR019;4;18.3;0.1
V0026078;05/12/2024;C03383;P0272;T006;PR000;1;17.43;0.0
V0022062;2024-01-02;C00231;P0009;T012;PR003;1;14.28;0.2
V0029637;2025-12-05;C00895;P0201;T014;PR033;1;26.85;0.05
V0013692;2024-05-29;C02832;P0286;T011;PR000;60;22.91;0.0
V0017465;2024-04-11;C02598;P0174;T014;PR000;25;24.82;
V0018590;25/10/2024;C00101;P0362;T014;PR017;1;5.93;0.2
V0020861;2025-07-28;C00158;P0144;T013;PR000;5;36.02;0.0
V0013983;2025-07-22;C00916;P0303;T002;PR000;1;23.69;0.0
V0016930;2025-01-09;C03196;P0098;T005;PR000;1;11.09;0.0
V0019466;2025-02-09;C01339;P0438;T010;PR000;2;20.32;0.0
V0004979;11/12/2024;C02956;P0073;T008;PR000;1;36.63;0.0
V0013052;20/01/2024;C03907;P0050;T011;PR000;1;31.27;0.0
V0027304;2024-07-28;C00228;P0198;T006;PR000;2;66.25;0.0
V0023342;28/10/2024;C04463;P0009;T014;PR017;6;14.13;0.2
V0020264;2025-02-14;C01958;P0075;T009;PR000;2;81.19999999999999;
V0025241;17/05/2025;C00180;P0421;T007;PR002;3;21.59;0.2
V0005107;2025-12-25;C03919;P0037;T004;PR000;1;11.71;0.0
V0017836;05/01/2025;C03383;P0207;T014;PR000;2;6.66;0.0
V0020556;27/05/2025;C00201;P0207;T003;PR000;1;5.96;0.0
V0003982;2024-07-29;C02975;P0263;T010;PR000;1;10.92;0.0
V0007439;10/12/2024;C03352;P0075;T014;PR019;1;3.9;0.1
V0007770;2025-07-03;C04714;P0284;T003;PR040;1;20.05;0.2
V0011411;25/02/2025;C04316;P0275;T001;PR000;1;76.6;0.0
V0017538;30/10/2025;C01956;P0296;T014;PR000;2;15.27;0.0
V0001165;2025-02-25;C03108;P0144;T009;PR000;1;33.86;0.0
V0029940;2024-05-09;C01062;P0451;T009;PR000;2;31.24;0.0
V0008486;2025-08-15;C04899;P0408;T011;PR014;1;68.44;0.05
V0022165;29/06/2024;C02414;P0417;T003;PR000;3;12.96;0.0
V0011474;10/02/2024;C02452;P0210;T015;PR000;1;20.9;0.0
V0028297;10/04/2024;C02284;P0069;T007;PR000;5;17.71;0.0
V0002884;12/03/2025;C00799;P0028;T010;PR032;3;28.99;0.2
V0015318;2024-08-05;C00162;P0498;T001;PR000;1;24.42;0.0
V0029666;05 de May de 2024;C02257;P0368;T001;PR000;1;12.09;0.0
V0027593;23 de April de 2025;C03982;P0305;T009;PR000;5;11.37;0.0
V0020531;25/12/2024;C01033;P0487;T009;PR000;3;11.66;0.0
V0016203;2024-10-21;C00677;P0103;T002;PR000;1;16.75;0.0
V0001591;27/01/2025;C03189;P0085;T015;PR000;3;13.97;
V0005879;2025-10-05;C02965;P0187;T013;PR000;1;16.29;0.0
V0007456;2025-07-04;C04120;P0390;T012;PR000;3;44.77;0.0
V0007066;29 de December de 2024;C03182;P0480;T012;PR000;1;30.98;0.0
V0024752;30/08/2025;C02587;P0144;T008;PR014;5;36.02;0.05
V0003326;2025-10-06;C01435;P0001;T003;PR000;1;11.37;0.0
V0026968;2024-10-18;C04525;P0028;T007;PR000;1;27.07;0.0
V0008487;2024-05-10;C02940;P0362;T010;PR000;3;6.3;
V0004575;13/04/2024;C01935;P0331;T004;PR000;3;7.11;0.0
V0007333;2025-05-01;C01671;P0161;T003;PR000;3;13.09;0.0
V0024218;02/12/2025;C04009;P0095;T001;PR033;2;32.62;0.05
V0029117;31 de January de 2024;C04766;P0410;T008;PR024;4;20.47;0.1
V0008880;2024-12-29;C03295;P0088;T004;PR000;2;12.82;0.0
V0022148;2024-06-14;C03608;P0162;T002;PR000;1;37.04;0.0
V0000662;2025-01-24;C01053;P0319;T007;PR000;3;10.89;0.0
V0014887;2025-08-02;C00229;P0006;T008;PR000;1;15.75;0.0
V0013704;18/12/2025;C00587;P0197;T005;PR000;1;11.55;
V0023425;24/12/2024;C00900;P0019;T001;PR000;2;18.78;0.0
V0009344;2025-05-20;C01750;P0092;T014;PR000;3;33.1;0.0
V0017747;2025-11-03;C02274;P0077;T001;PR001;1;26.94;0.05
